Source,Target,Weight
AURORA/JEANNE-MARIE,"AUSTIN, TERRY",1
AURORA/JEANNE-MARIE,BALDER [ASGARDIAN],1
AURORA/JEANNE-MARIE,"BALLANTINE, KAYLA",1
AURORA/JEANNE-MARIE,"BANNER, BETTY ROSS T",2
AURORA/JEANNE-MARIE,BANSHEE/SEAN CASSIDY,3
AURORA/JEANNE-MARIE,BARON STRUCKER/WOLFG,2
AURORA/JEANNE-MARIE,BEAST DOPPELGANGER,1
AURORA/JEANNE-MARIE,BEAST DOPPELGANGER I,1
AURORA/JEANNE-MARIE,BEAST/HENRY &HANK& P,8
AURORA/JEANNE-MARIE,BEREET,2
AURORA/JEANNE-MARIE,BERSERKER III,1
AURORA/JEANNE-MARIE,BEYONDER,3
AURORA/JEANNE-MARIE,BILE/,3
AURORA/JEANNE-MARIE,BLACK BOLT/BLACKANTO,2
AURORA/JEANNE-MARIE,BLACK CAT/FELICIA HA,2
AURORA/JEANNE-MARIE,BLACK GOLIATH/DR. WI,1
AURORA/JEANNE-MARIE,BLACK KING/SEBASTIAN,2
AURORA/JEANNE-MARIE,BLACK KNIGHT IV DOPP,1
AURORA/JEANNE-MARIE,BLACK KNIGHT V DOPPE,1
AURORA/JEANNE-MARIE,BLACK KNIGHT V/DANE,8
AURORA/JEANNE-MARIE,BLACK PANTHER/T'CHAL,2
AURORA/JEANNE-MARIE,BLACK WIDOW DOPPELGA,1
AURORA/JEANNE-MARIE,BLACK WIDOW/NATASHA,5
AURORA/JEANNE-MARIE,BLITZKRIEG/,2
AURORA/JEANNE-MARIE,BLOB/FRED J. DUKES,1
AURORA/JEANNE-MARIE,BOX II/JERRY JAXXON,1
AURORA/JEANNE-MARIE,BOX IV/MADISON JEFFR,44
AURORA/JEANNE-MARIE,BOX/ROGER BOCHS,33
AURORA/JEANNE-MARIE,BRAIN DRAIN/WERNER S,4
AURORA/JEANNE-MARIE,BRASS BISHOP/,1
AURORA/JEANNE-MARIE,"BREWER, AMY",2
AURORA/JEANNE-MARIE,"BRICKMAN, SEN. MILES",2
AURORA/JEANNE-MARIE,BROTHER VOODOO/DANIE,1
AURORA/JEANNE-MARIE,"BYRNE, JOHN",2
AURORA/JEANNE-MARIE,BYRRAH [ATLANTEAN],6
AURORA/JEANNE-MARIE,"CAGE, LUKE/CARL LUCA",3
AURORA/JEANNE-MARIE,CANCER II/,1
AURORA/JEANNE-MARIE,CANNONBALL II/SAM GU,2
AURORA/JEANNE-MARIE,CAPRICORN II/,1
AURORA/JEANNE-MARIE,CAPTAIN AMERICA,14
AURORA/JEANNE-MARIE,CAPTAIN AMERICA DOPP,1
AURORA/JEANNE-MARIE,CAPTAIN BRITAIN/BRIA,2
AURORA/JEANNE-MARIE,CAPTAIN MARVEL II/MO,2
AURORA/JEANNE-MARIE,"CHASIN, MAJOR",2
AURORA/JEANNE-MARIE,CHIEF EXAMINER,1
AURORA/JEANNE-MARIE,"CLARKE, GENERAL JERE",4
AURORA/JEANNE-MARIE,CLOAK/TYRONE JOHNSON,1
AURORA/JEANNE-MARIE,"COCKRUM, DAVE",1
AURORA/JEANNE-MARIE,"CODY, GARY",8
AURORA/JEANNE-MARIE,COLLECTIVE MAN,2
AURORA/JEANNE-MARIE,COLLECTOR/TANELEER T,1
AURORA/JEANNE-MARIE,COLOSSUS II DOPPELGA,1
AURORA/JEANNE-MARIE,COLOSSUS II/PETER RA,15
AURORA/JEANNE-MARIE,CONTEMPLATOR/TATH KI,1
AURORA/JEANNE-MARIE,"COOPER, DR. VALERIE",4
AURORA/JEANNE-MARIE,"CORSI, TOM",2
AURORA/JEANNE-MARIE,"CORTEZ, FABIAN",1
AURORA/JEANNE-MARIE,"COURTNEY, DELPHINE",7
AURORA/JEANNE-MARIE,CRIMSON DYNAMO V/DIM,1
AURORA/JEANNE-MARIE,CRYSTAL [INHUMAN],5
AURORA/JEANNE-MARIE,CYCLOPS DOPPELGANGER,1
AURORA/JEANNE-MARIE,CYCLOPS/SCOTT SUMMER,13
AURORA/JEANNE-MARIE,CYPHER/DOUG RAMSEY,2
AURORA/JEANNE-MARIE,DAGGER/TANDY BOWEN,1
AURORA/JEANNE-MARIE,DAREDEVIL DOPPELGANG,3
AURORA/JEANNE-MARIE,DAREDEVIL/MATT MURDO,5
AURORA/JEANNE-MARIE,DARGIL,1
AURORA/JEANNE-MARIE,DARK BEAST/HENRY MCC,3
AURORA/JEANNE-MARIE,DARKHAWK DOPPELGANGE,1
AURORA/JEANNE-MARIE,DARKHAWK/CHRIS POWEL,2
AURORA/JEANNE-MARIE,DARKSTAR/LAYNIA SERG,3
AURORA/JEANNE-MARIE,DAYTRIPPER/AMANDA SE,1
AURORA/JEANNE-MARIE,DAZZLER II/ALLISON B,2
AURORA/JEANNE-MARIE,"DEAN, DARBY",2
AURORA/JEANNE-MARIE,"DEAN, SUSAN",2
AURORA/JEANNE-MARIE,DEATH,1
AURORA/JEANNE-MARIE,DEFENSOR,2
AURORA/JEANNE-MARIE,DEVIL-SLAYER/ERIC SI,1
AURORA/JEANNE-MARIE,DIABLO/ESTEBAN DE AB,3
AURORA/JEANNE-MARIE,DIAMOND LIL/LILLIAN,23
AURORA/JEANNE-MARIE,DOC SAMSON/DR. LEONA,3
AURORA/JEANNE-MARIE,DOPPELGANGER,1
AURORA/JEANNE-MARIE,DR. DOOM/VICTOR VON,5
AURORA/JEANNE-MARIE,DR. DRUID/ANTHONY LU,4
AURORA/JEANNE-MARIE,DR. STRANGE/STEPHEN,8
AURORA/JEANNE-MARIE,DRAX/ARTHUR DOUGLAS,5
AURORA/JEANNE-MARIE,DREAM QUEEN,1
AURORA/JEANNE-MARIE,"DRUMM, JERICHO",1
AURORA/JEANNE-MARIE,"DUGAN, TIMOTHY ALOYI",1
AURORA/JEANNE-MARIE,ERISHKIGEL II/HOLLY,1
AURORA/JEANNE-MARIE,ETERNITY/ADAM QADMON,3
AURORA/JEANNE-MARIE,EVER,1
AURORA/JEANNE-MARIE,FALCON/SAM WILSON,2
AURORA/JEANNE-MARIE,FANDRAL [ASGARDIAN],1
AURORA/JEANNE-MARIE,FATALE/PAMELA GREENW,2
AURORA/JEANNE-MARIE,FIREBIRD/BONITA JUAR,2
AURORA/JEANNE-MARIE,FIREBUG/,2
AURORA/JEANNE-MARIE,FIRESTAR/ANGELICA JO,3
AURORA/JEANNE-MARIE,"FITZROY, TREVOR",1
AURORA/JEANNE-MARIE,FIXX,1
AURORA/JEANNE-MARIE,FIZ [SKRULL],1
AURORA/JEANNE-MARIE,FLEX/ADRIAN CORBO,6
AURORA/JEANNE-MARIE,FORGE,7
AURORA/JEANNE-MARIE,"FRIEDLANDER, SHARON",2
AURORA/JEANNE-MARIE,"FURY, COL. NICHOLAS",2
AURORA/JEANNE-MARIE,GALACTUS/GALAN,3
AURORA/JEANNE-MARIE,GAMBIT DOPPELGANGER,1
AURORA/JEANNE-MARIE,GAMBIT/REMY LEBEAU,4
AURORA/JEANNE-MARIE,GAMORA,5
AURORA/JEANNE-MARIE,GARGOYLE II/ISAAC CH,3
AURORA/JEANNE-MARIE,"GARVIN, GEARS",1
AURORA/JEANNE-MARIE,GENTRY,4
AURORA/JEANNE-MARIE,GHOST GIRL II/LILLI,3
AURORA/JEANNE-MARIE,GOBLYN,11
AURORA/JEANNE-MARIE,GORGON [INHUMAN],2
AURORA/JEANNE-MARIE,GRANDMASTER/EN DWI G,1
AURORA/JEANNE-MARIE,GREYSTONE/BRIAN YOUN,1
AURORA/JEANNE-MARIE,GUARDIAN V/JAMES MAC,7
AURORA/JEANNE-MARIE,GUARDIAN/JAMES MACDO,35
AURORA/JEANNE-MARIE,GYPSY MOTH,1
AURORA/JEANNE-MARIE,"HADDOCK, DR. MYRA",2
AURORA/JEANNE-MARIE,HAMES,3
AURORA/JEANNE-MARIE,"HARKNESS, AGATHA",3
AURORA/JEANNE-MARIE,"HARRIS, EDDIE",1
AURORA/JEANNE-MARIE,HAVOK/ALEX SUMMERS,9
AURORA/JEANNE-MARIE,HAWK,5
AURORA/JEANNE-MARIE,HAWKEYE DOPPELGANGER,1
AURORA/JEANNE-MARIE,HEADLOK,4
AURORA/JEANNE-MARIE,HELA [ASGARDIAN],1
AURORA/JEANNE-MARIE,HELLCAT/PATSY WALKER,3
AURORA/JEANNE-MARIE,HELLSTORM/DAIMON HEL,2
AURORA/JEANNE-MARIE,HERCULES DOPPELGANGE,1
AURORA/JEANNE-MARIE,HERCULES [GREEK GOD],10
AURORA/JEANNE-MARIE,"HIGGINS, SAMUEL",3
AURORA/JEANNE-MARIE,HIGH EVOLUTIONARY/HE,1
AURORA/JEANNE-MARIE,HOGUN [ASGARDIAN],1
AURORA/JEANNE-MARIE,"HUDSON, HEATHER",84
AURORA/JEANNE-MARIE,HULK DOPPELGANGER,1
AURORA/JEANNE-MARIE,HULK/DR. ROBERT BRUC,12
AURORA/JEANNE-MARIE,HUMAN TORCH DOPPELGA,1
AURORA/JEANNE-MARIE,HUMAN TORCH/JOHNNY S,10
AURORA/JEANNE-MARIE,"HUXLEY, DR. HORATIO",4
AURORA/JEANNE-MARIE,ICEMAN/ROBERT BOBBY,8
AURORA/JEANNE-MARIE,IGOR,1
AURORA/JEANNE-MARIE,IKARIS/IKE HARRIS [E,1
AURORA/JEANNE-MARIE,INVISIBLE WOMAN/SUE,13
AURORA/JEANNE-MARIE,IRON FIST H'YLTHRI I,1
AURORA/JEANNE-MARIE,IRON FIST/DANIEL RAN,2
AURORA/JEANNE-MARIE,IRON MAN DOPPELGANGE,3
AURORA/JEANNE-MARIE,IRON MAN/TONY STARK,5
AURORA/JEANNE-MARIE,IRONCLAD,1
AURORA/JEANNE-MARIE,JACK OF HEARTS/JACK,2
AURORA/JEANNE-MARIE,JACKAL II/WARREN,1
AURORA/JEANNE-MARIE,JADE DRAGON/DEI GUAN,1
AURORA/JEANNE-MARIE,"JAMESON, J. JONAH",2
AURORA/JEANNE-MARIE,JILL,2
AURORA/JEANNE-MARIE,JOCASTA,1
AURORA/JEANNE-MARIE,"JONES, RICHARD MILHO",2
AURORA/JEANNE-MARIE,KA-ZAR/KEVIN PLUNDER,1
AURORA/JEANNE-MARIE,KARMA/XI'AN COY MANH,1
AURORA/JEANNE-MARIE,KARNAK DOPPELGANGER,1
AURORA/JEANNE-MARIE,KARNAK [INHUMAN],2
AURORA/JEANNE-MARIE,KATH,1
AURORA/JEANNE-MARIE,KISMET/J'RIDIA STARD,1
AURORA/JEANNE-MARIE,"KNIGHT, MISTY",2
AURORA/JEANNE-MARIE,KURSE/ALGRIM [ASGARD,1
AURORA/JEANNE-MARIE,LADY DEATHSTRIKE/YUR,2
AURORA/JEANNE-MARIE,LEADER/SAM STERNS,2
AURORA/JEANNE-MARIE,LEO II/,1
AURORA/JEANNE-MARIE,LIBRA IV/,1
AURORA/JEANNE-MARIE,LIVING LIGHTNING/MIG,4
AURORA/JEANNE-MARIE,LIVING MUMMY,1
AURORA/JEANNE-MARIE,LIVING TRIBUNAL,1
AURORA/JEANNE-MARIE,LLAN,3
AURORA/JEANNE-MARIE,LOBO,1
AURORA/JEANNE-MARIE,LOCKHEED,3
AURORA/JEANNE-MARIE,LOCKJAW [INHUMAN],2
AURORA/JEANNE-MARIE,LOKI [ASGARDIAN],3
AURORA/JEANNE-MARIE,"LUMPKIN, WILLIAM WIL",1
AURORA/JEANNE-MARIE,LUNA/LUNA MAXIMOFF [,1
AURORA/JEANNE-MARIE,MACHINE MAN/X-51,3
AURORA/JEANNE-MARIE,"MACTAGGERT, MOIRA KI",1
AURORA/JEANNE-MARIE,MAD DOG/COLONEL BUZZ,1
AURORA/JEANNE-MARIE,MADAME MENACE/SUNSET,1
AURORA/JEANNE-MARIE,MAGIK/ILLYANA RASPUT,2
AURORA/JEANNE-MARIE,MAGMA/AMARA AQUILLA/,1
AURORA/JEANNE-MARIE,MAGNETO/MAGNUS/ERIC,3
AURORA/JEANNE-MARIE,MAGUS,5
AURORA/JEANNE-MARIE,MAGUS II,1
AURORA/JEANNE-MARIE,MAJOR MAPLELEAF/LOUI,1
AURORA/JEANNE-MARIE,MAKKARI/MIKE KHARY/I,1
AURORA/JEANNE-MARIE,MANBOT/BERNIE LACHEN,5
AURORA/JEANNE-MARIE,MANIKIN/DR. WHITMAN,15
AURORA/JEANNE-MARIE,MARRINA/MARRINA SMAL,17
AURORA/JEANNE-MARIE,MARROW/SARAH,1
AURORA/JEANNE-MARIE,MARVEL GIRL/JEAN GRE,5
AURORA/JEANNE-MARIE,MASTER/ESHU,10
AURORA/JEANNE-MARIE,"MASTERS, ALICIA REIS",2
AURORA/JEANNE-MARIE,MAULER/BRENDAN DOYLE,1
AURORA/JEANNE-MARIE,MEDUSA/MEDUSALITH AM,2
AURORA/JEANNE-MARIE,MELLENCAMP,1
AURORA/JEANNE-MARIE,MEPHISTO,1
AURORA/JEANNE-MARIE,MESMERO,1
AURORA/JEANNE-MARIE,MICROMAX/SCOTT WRIGH,1
AURORA/JEANNE-MARIE,MIKHLO,1
AURORA/JEANNE-MARIE,MIMIC/CALVIN RANKIN,1
AURORA/JEANNE-MARIE,MIRAGE II/DANIELLE M,1
AURORA/JEANNE-MARIE,MISS MASS/,3
AURORA/JEANNE-MARIE,MISTER HYDE/CALVIN Z,1
AURORA/JEANNE-MARIE,MOCKINGBIRD/DR. BARB,3
AURORA/JEANNE-MARIE,MODOK/GEORGE TARLETO,2
AURORA/JEANNE-MARIE,MOLE MAN/HARVEY RUPE,2
AURORA/JEANNE-MARIE,MOLECULE MAN/OWEN RE,2
AURORA/JEANNE-MARIE,MOON KNIGHT DOPPELGA,1
AURORA/JEANNE-MARIE,MOON KNIGHT/MARC SPE,3
AURORA/JEANNE-MARIE,MOONDRAGON/HEATHER D,5
AURORA/JEANNE-MARIE,MR. FANTASTIC DOPPEL,4
AURORA/JEANNE-MARIE,MR. FANTASTIC/REED R,9
AURORA/JEANNE-MARIE,MULTIPLE MAN DOPPELG,1
AURORA/JEANNE-MARIE,MULTIPLE MAN/JAMES A,4
AURORA/JEANNE-MARIE,MURMUR II/ARLETTE TR,6
AURORA/JEANNE-MARIE,MYSTIQUE/RAVEN DARKH,3
AURORA/JEANNE-MARIE,NAMORITA DOPPELGANGE,1
AURORA/JEANNE-MARIE,NAMORITA/NITA PRENTI,3
AURORA/JEANNE-MARIE,"NELSON, FRANKLIN FOG",1
AURORA/JEANNE-MARIE,NEMESIS,8
AURORA/JEANNE-MARIE,NEOPHYTE/,1
AURORA/JEANNE-MARIE,NIGHTCRAWLER/KURT WA,8
AURORA/JEANNE-MARIE,NIGHTHAWK/KYLE RICHM,1
AURORA/JEANNE-MARIE,"NORRISS, SISTER BARB",2
AURORA/JEANNE-MARIE,NORTHSTAR DOPPELGANG,1
AURORA/JEANNE-MARIE,NORTHSTAR/JEAN-PAUL,96
AURORA/JEANNE-MARIE,NOVA DOPPELGANGER,1
AURORA/JEANNE-MARIE,NOVA II/FRANKIE RAYE,4
AURORA/JEANNE-MARIE,NOVA/RICHARD RIDER,4
AURORA/JEANNE-MARIE,"O'BRIEN, MICHAEL",1
AURORA/JEANNE-MARIE,ODIN [ASGARDIAN],1
AURORA/JEANNE-MARIE,OMERTA/,1
AURORA/JEANNE-MARIE,OSAMA,1
AURORA/JEANNE-MARIE,PALADIN/PAUL DENNIS,1
AURORA/JEANNE-MARIE,PATHWAY/LAURA DEAN,15
AURORA/JEANNE-MARIE,"PATRICK, KERRY",1
AURORA/JEANNE-MARIE,PEATOR,1
AURORA/JEANNE-MARIE,PENANCE III,1
AURORA/JEANNE-MARIE,"PEREGRINE, LE/FRANCK",2
AURORA/JEANNE-MARIE,PERSUASION/KARA KILL,28
AURORA/JEANNE-MARIE,PESTILENCE/CAPT. F.R,5
AURORA/JEANNE-MARIE,PHARAOH RAMA-TUT,3
AURORA/JEANNE-MARIE,PHOENIX III/RACHEL S,4
AURORA/JEANNE-MARIE,PINK PEARL/,2
AURORA/JEANNE-MARIE,PIP/PRINCE GOFERN,4
AURORA/JEANNE-MARIE,PISCES II,1
AURORA/JEANNE-MARIE,POLARIS DOPPELGANGER,1
AURORA/JEANNE-MARIE,POLARIS/LORNA DANE,7
AURORA/JEANNE-MARIE,POSITRON/RONNIE,1
AURORA/JEANNE-MARIE,"POWER, LEFTENANT",1
AURORA/JEANNE-MARIE,"PROCTOR, COORDINATOR",1
AURORA/JEANNE-MARIE,PRODIGY/,1
AURORA/JEANNE-MARIE,PROFESSOR X DOPPELGA,1
AURORA/JEANNE-MARIE,PROFESSOR X/CHARLES,12
AURORA/JEANNE-MARIE,PSYLOCKE/ELISABETH B,5
AURORA/JEANNE-MARIE,PUCK DOPPELGANGER,1
AURORA/JEANNE-MARIE,PUCK DOPPELGANGER II,2
AURORA/JEANNE-MARIE,PUCK/EUGENE MILTON J,78
AURORA/JEANNE-MARIE,PURPLE MAN/ZEBEDIAH,1
AURORA/JEANNE-MARIE,QUASAR DOPPELGANGER,1
AURORA/JEANNE-MARIE,QUASAR III/WENDELL V,6
AURORA/JEANNE-MARIE,QUICKSILVER DOPPELGA,1
AURORA/JEANNE-MARIE,QUICKSILVER/PIETRO M,5
AURORA/JEANNE-MARIE,"QUINN, PAMELA",1
AURORA/JEANNE-MARIE,RADIUS/JARED CORBO,6
AURORA/JEANNE-MARIE,RANDOM II/MARSHALL E,1
AURORA/JEANNE-MARIE,"REAGAN, RONALD",1
AURORA/JEANNE-MARIE,RED GHOST/IVAN KRAGO,1
AURORA/JEANNE-MARIE,RED WOLF III/WILL TA,1
AURORA/JEANNE-MARIE,REDWING,1
AURORA/JEANNE-MARIE,"RICHARDS, FRANKLIN B",1
AURORA/JEANNE-MARIE,"ROBERTSON, JOE",1
AURORA/JEANNE-MARIE,ROGUE /,9
AURORA/JEANNE-MARIE,ROK,1
AURORA/JEANNE-MARIE,"ROM, SPACEKNIGHT",1
AURORA/JEANNE-MARIE,"ROMANOV, MICKEY",1
AURORA/JEANNE-MARIE,"ROSENTHAL, BERNIE",1
AURORA/JEANNE-MARIE,"ROSS, GEN. THADDEUS",2
AURORA/JEANNE-MARIE,SABRA/RUTH BAT-SERAP,3
AURORA/JEANNE-MARIE,SAGITTARIUS II/,1
AURORA/JEANNE-MARIE,SASQUATCH DOPPELGANG,1
AURORA/JEANNE-MARIE,SASQUATCH II,1
AURORA/JEANNE-MARIE,SASQUATCH/WALTER LAN,74
AURORA/JEANNE-MARIE,SCANNER II,1
AURORA/JEANNE-MARIE,SCARLET WITCH/WANDA,8
AURORA/JEANNE-MARIE,SCORPIO IV,1
AURORA/JEANNE-MARIE,SELENE,1
AURORA/JEANNE-MARIE,SERSI/SYLVIA,4
AURORA/JEANNE-MARIE,SHADOWCAT/KATHERINE,8
AURORA/JEANNE-MARIE,SHAMAN/MICHAEL TWOYO,65
AURORA/JEANNE-MARIE,SHAMROCK/MOLLY FITZG,3
AURORA/JEANNE-MARIE,SHANNA/SHANNA O'HARA,1
AURORA/JEANNE-MARIE,SHARD,2
AURORA/JEANNE-MARIE,SHE-HULK DOPPELGANGE,1
AURORA/JEANNE-MARIE,SHE-HULK/JENNIFER WA,8
AURORA/JEANNE-MARIE,SHOOTING STAR,1
AURORA/JEANNE-MARIE,SHROUD/MAXIMILLIAN Q,1
AURORA/JEANNE-MARIE,SIF,1
AURORA/JEANNE-MARIE,SILHOUETTE,2
AURORA/JEANNE-MARIE,SILVER,7
AURORA/JEANNE-MARIE,SILVER SURFER/NORRIN,4
AURORA/JEANNE-MARIE,SINEW/,3
AURORA/JEANNE-MARIE,SISTER CHLOE,1
AURORA/JEANNE-MARIE,SKIN/ANGELO ESPINOSA,1
AURORA/JEANNE-MARIE,"SMALLWOOD, DAN",2
AURORA/JEANNE-MARIE,SNAKE-EYES,1
AURORA/JEANNE-MARIE,SNOWBIRD/NARYA/ANNE,45
AURORA/JEANNE-MARIE,"SPAULDING, PETER",1
AURORA/JEANNE-MARIE,SPEEDBALL DOPPELGANG,2
AURORA/JEANNE-MARIE,SPEEDBALL/ROBBIE BAL,4
AURORA/JEANNE-MARIE,SPIDER-MAN/PETER PAR,8
AURORA/JEANNE-MARIE,SPIDER-WOMAN DOPPELG,1
AURORA/JEANNE-MARIE,SPIDER-WOMAN II/JULI,3
AURORA/JEANNE-MARIE,SPIDER-WOMAN/JESSICA,1
AURORA/JEANNE-MARIE,STINGRAY/DR. WALTER,2
AURORA/JEANNE-MARIE,STORM/ORORO MUNROE S,13
AURORA/JEANNE-MARIE,STRONG GUY DOPPELGAN,1
AURORA/JEANNE-MARIE,STRONG GUY/GUIDO CAR,6
AURORA/JEANNE-MARIE,STRONGARM/,3
AURORA/JEANNE-MARIE,"SU, DR. KO BIN",1
AURORA/JEANNE-MARIE,SUB-MARINER/NAMOR MA,15
AURORA/JEANNE-MARIE,"SUMMERS, MADELYNE MA",3
AURORA/JEANNE-MARIE,"SUMMERS, NATHAN CHRI",1
AURORA/JEANNE-MARIE,SUNFIRE/SHIRO YOSHID,5
AURORA/JEANNE-MARIE,SUPER SKRULL/KL'RT,1
AURORA/JEANNE-MARIE,TALISMAN,1
AURORA/JEANNE-MARIE,TALISMAN II/ELIZABET,36
AURORA/JEANNE-MARIE,TAURUS II/,1
AURORA/JEANNE-MARIE,TECH-NOIR/,3
AURORA/JEANNE-MARIE,TESSA,1
AURORA/JEANNE-MARIE,TEXAS TWISTER/DREW D,2
AURORA/JEANNE-MARIE,THAKOS,2
AURORA/JEANNE-MARIE,THANOS,5
AURORA/JEANNE-MARIE,THANOS DOPPELGANGER,3
AURORA/JEANNE-MARIE,THING DOPPELGANGER,1
AURORA/JEANNE-MARIE,THING DOPPELGANGER I,1
AURORA/JEANNE-MARIE,THING/BENJAMIN J. GR,11
AURORA/JEANNE-MARIE,THOR III DOPPELGANGE,1
AURORA/JEANNE-MARIE,THOR/DR. DONALD BLAK,4
AURORA/JEANNE-MARIE,THUNDERBIRD II/JAMES,1
AURORA/JEANNE-MARIE,THUNDERSTRIKE/ERIC K,3
AURORA/JEANNE-MARIE,TIGRA/GREER NELSON,3
AURORA/JEANNE-MARIE,TOAD/MORTIMER TOYNBE,1
AURORA/JEANNE-MARIE,TORPEDO III/BROCK JO,2
AURORA/JEANNE-MARIE,TRITON,2
AURORA/JEANNE-MARIE,TRITON DOPPELGANGER,2
AURORA/JEANNE-MARIE,UATU,1
AURORA/JEANNE-MARIE,URSA MAJOR/MIKHAIL U,3
AURORA/JEANNE-MARIE,URSULA,1
AURORA/JEANNE-MARIE,USAGENT DOPPELGANGER,1
AURORA/JEANNE-MARIE,USAGENT/CAPTAIN JOHN,4
AURORA/JEANNE-MARIE,VALINOR,1
AURORA/JEANNE-MARIE,VANGUARD/NICOLAI KRY,3
AURORA/JEANNE-MARIE,VAPOR,1
AURORA/JEANNE-MARIE,VASHTI,4
AURORA/JEANNE-MARIE,VECTOR,1
AURORA/JEANNE-MARIE,VINDALOO/,1
AURORA/JEANNE-MARIE,VIRGO II,1
AURORA/JEANNE-MARIE,VISION,9
AURORA/JEANNE-MARIE,VISION DOPPELGANGER,1
AURORA/JEANNE-MARIE,VOLCANA/MARSHA ROSEN,2
AURORA/JEANNE-MARIE,WARLOCK II/ADAM WARL,5
AURORA/JEANNE-MARIE,WARLOCK III,2
AURORA/JEANNE-MARIE,WASP/JANET VAN DYNE,7
AURORA/JEANNE-MARIE,WEAPON X II/GARRISON,2
AURORA/JEANNE-MARIE,WEAPON X III,3
AURORA/JEANNE-MARIE,WEREWOLF BY NIGHT/JA,1
AURORA/JEANNE-MARIE,WHIRLWIND/DAVID CANN,1
AURORA/JEANNE-MARIE,WHIZZER/ROBERT L. FR,1
AURORA/JEANNE-MARIE,WILD CHILD DOPPELGAN,1
AURORA/JEANNE-MARIE,WILD CHILD/KYLE GIBN,29
AURORA/JEANNE-MARIE,"WILFORD, BONNIE",1
AURORA/JEANNE-MARIE,WINDSHEAR/COLIN ASHW,19
AURORA/JEANNE-MARIE,"WING, COLLEEN",2
AURORA/JEANNE-MARIE,WITCHFIRE,18
AURORA/JEANNE-MARIE,WOLFSBANE DOPPELGANG,2
AURORA/JEANNE-MARIE,WOLFSBANE/RAHNE SINC,5
AURORA/JEANNE-MARIE,WOLVERINE DOPPELGANG,1
AURORA/JEANNE-MARIE,WOLVERINE SKRULL,2
AURORA/JEANNE-MARIE,WOLVERINE/LOGAN,25
AURORA/JEANNE-MARIE,WONDER MAN/SIMON WIL,7
AURORA/JEANNE-MARIE,WONG,1
AURORA/JEANNE-MARIE,WYRE/,2
AURORA/JEANNE-MARIE,X-MAN/NATHAN GREY,1
AURORA/JEANNE-MARIE,X-RAY,1
AURORA/JEANNE-MARIE,"YASHIDA, MARIKO",1
"AUSTIN, GEN.",BEAST/HENRY &HANK& P,1
"AUSTIN, GEN.",BLAQUESMITH,1
"AUSTIN, GEN.","BRIDGE, GEORGE WASHI",2
"AUSTIN, GEN.",CASPER,1
"AUSTIN, GEN.",CLARITY/,1
"AUSTIN, GEN.",DARK MOTHER/FINALITY,2
"AUSTIN, GEN.","DEUTSCH, GEN.",2
"AUSTIN, GEN.",MARVEL GIRL/JEAN GRE,1
"AUSTIN, GEN.","MERRYWEATHER, IRENE",2
"AUSTIN, GEN.",PHOENIX III/RACHEL S,1
"AUSTIN, GEN.",PROFESSOR X/CHARLES,1
"AUSTIN, GEN.","SHERMAN, GEN.",2
"AUSTIN, GEN.",SPOOKY,1
"AUSTIN, GEN.","SUMMERS, NATHAN CHRI",2
"AUSTIN, GEN.",WENDY,1
"AUSTIN, SUSAN",BALDER [ASGARDIAN],7
"AUSTIN, SUSAN",BETA RAY BILL,1
"AUSTIN, SUSAN",BISON/BILLY KITSON,1
"AUSTIN, SUSAN",BLACK WIDOW/NATASHA,3
"AUSTIN, SUSAN",BLOODAXE/JACKIE LUKU,19
"AUSTIN, SUSAN","BOWDEN, DENNIS",1
"AUSTIN, SUSAN",BULLDOZER/HENRY CAMP,3
"AUSTIN, SUSAN",CABER,1
"AUSTIN, SUSAN","CAGE, LUKE/CARL LUCA",1
"AUSTIN, SUSAN",CAPTAIN AMERICA,5
"AUSTIN, SUSAN",CAPTAIN BRITAIN/BRIA,2
"AUSTIN, SUSAN","CARTER, PEGGY",3
"AUSTIN, SUSAN","CHORD, ANDREW",1
"AUSTIN, SUSAN",COBRA/KLAUS VORHEES,1
"AUSTIN, SUSAN","CONKLIN, CAPT.",1
"AUSTIN, SUSAN",CRYSTAL [INHUMAN],1
"AUSTIN, SUSAN",DAREDEVIL/MATT MURDO,1
"AUSTIN, SUSAN",DEMONSTAFF,1
"AUSTIN, SUSAN","DENNIS, MARTY",1
"AUSTIN, SUSAN","DEPAUL, SHIELD SPECI",1
"AUSTIN, SUSAN",DR. STRANGE/STEPHEN,5
"AUSTIN, SUSAN",EARTH-LORD/KYLE BROC,1
"AUSTIN, SUSAN",ENCHANTRESS/AMORA/HE,9
"AUSTIN, SUSAN",EXECUTIONER II/SKURG,1
"AUSTIN, SUSAN",FANDRAL [ASGARDIAN],6
"AUSTIN, SUSAN","FIELSTEIN, FIREWORKS",6
"AUSTIN, SUSAN",FIRESTAR/ANGELICA JO,2
"AUSTIN, SUSAN",GHOST RIDER III/DAN,2
"AUSTIN, SUSAN",GREY GARGOYLE/PAUL P,1
"AUSTIN, SUSAN","GRIFFITH, D.W.",1
"AUSTIN, SUSAN",HEIMDALL [ASGARDIAN],4
"AUSTIN, SUSAN",HELA [ASGARDIAN],1
"AUSTIN, SUSAN",HERCULES [GREEK GOD],16
"AUSTIN, SUSAN",HERMOD [ASGARDIAN],1
"AUSTIN, SUSAN",HIGH EVOLUTIONARY/HE,6
"AUSTIN, SUSAN",HOGUN [ASGARDIAN],6
